player_id,name,pos,off_war,pit_war,fld_war,total_war
borur001,Ryan Borucki,P,0.0,-0.6340444087982178,0.0,-0.6340444
eiseb001,Brandon Eisert,P,0.0,-0.13112492859363556,0.0,-0.13112493
freek001,Kyle Freeland,P,0.0,-0.1537499725818634,0.0,-0.15374997
delac001,Chase DeLauter,RF,0.3380993902683258,0.0,0.0,0.3380994
bensw001,Will Benson,RF,-0.15351314842700958,0.0,0.0,-0.15351315
x680802,Ryan Weiss,P,0.0,-0.5154206156730652,0.0,-0.5154206
dezez001,Zach Dezenzo,LF,-0.05512438341975212,0.0,0.0,-0.055124383
allen002,Nick Allen,SS,-0.15138022601604462,0.0,0.0,-0.15138023
blisr001,Ryan Bliss,2B,-0.01626875251531601,0.0,0.0,-0.016268753
grayt001,Tristan Gray,3B,-0.12827448546886444,0.0,0.0,-0.12827449
naylb001,Bo Naylor,C,-0.5151890516281128,0.0,0.0,-0.51518905
corbp001,Patrick Corbin,P,0.0,0.4376959204673767,0.0,0.43769592
mcgee001,Easton McGee,P,0.0,-0.023865703493356705,0.0,-0.023865703
holdc001,Colin Holderman,P,0.0,0.11412934213876724,0.0,0.11412934
ashcb001,Braxton Ashcraft,P,0.0,0.5022706985473633,0.0,0.5022707
canzd001,Dominic Canzone,RF,0.0003197573241777718,0.0,0.0,0.00031975732
schwk001,Kyle Schwarber,LF,0.1988760083913803,0.0,0.0,0.19887601
bernb001,Brennan Bernardino,P,0.0,-0.34531092643737793,0.0,-0.34531093
tavel001,Leody Taveras,CF,0.1215064525604248,0.0,0.0,0.12150645
crowp001,Pete Crow-Armstrong,CF,0.8831003308296204,0.0,0.0,0.88310033
mikom001,Miles Mikolas,P,0.0,-0.5847922563552856,0.0,-0.58479226
espis001,Santiago Espinal,3B,-0.1862393617630005,0.0,0.0,-0.18623936
roycc001,Chris Roycroft,P,0.0,-0.18264082074165344,0.0,-0.18264082
earlc001,Connelly Early,P,0.0,0.3170579969882965,0.0,0.317058
x701678,Hao-Yu  Lee,3B,-0.14457932114601135,0.0,0.0,-0.14457932
loweb001,Brandon Lowe,2B,0.3252851665019989,0.0,0.0,0.32528517
reynb001,Bryan Reynolds,LF,0.5008867383003235,0.0,0.0,0.50088674
nanct001,Tommy Nance,P,0.0,-0.3874814212322235,0.0,-0.38748142
yelic001,Christian Yelich,LF,-0.049598515033721924,0.0,0.0,-0.049598515
naylj001,Josh Naylor,1B,-0.17289283871650696,0.0,0.0,-0.17289284
paddc001,Chris Paddack,P,0.0,-0.5065692663192749,0.0,-0.50656927
melem001,MJ Melendez,LF,-0.3266487717628479,0.0,0.0,-0.32664877
crisc002,Cooper Criswell,P,0.0,0.1850152462720871,0.0,0.18501525
hamii001,Ian Hamilton,P,0.0,-0.010542466305196285,0.0,-0.010542466
nolaa001,Aaron Nola,P,0.0,0.06784818321466446,0.0,0.06784818
x687562,Jake Bennett,P,0.0,-0.006638196762651205,0.0,-0.0066381968
basas001,Samuel Basallo,C,0.07680467516183853,0.0,0.0,0.076804675
sprob001,Brandon Sproat,P,0.0,-0.6807492971420288,0.0,-0.6807493
muncm002,Max Muncy,3B,-0.23197686672210693,0.0,0.0,-0.23197687
robee001,Ethan Roberts,P,0.0,-0.15496394038200378,0.0,-0.15496394
trioj001,Jared Triolo,SS,-0.31786513328552246,0.0,0.0,-0.31786513
tovae001,Ezequiel Tovar,SS,0.0038870424032211304,0.0,0.0,0.0038870424
x808959,Munetaka Murakami,1B,0.5198122262954712,0.0,0.0,0.5198122
varll001,Louis Varland,P,0.0,0.32995885610580444,0.0,0.32995886
garcb002,Brandyn Garcia,P,0.0,0.10210786014795303,0.0,0.10210786
kellc002,Carson Kelly,C,0.4212542176246643,0.0,0.0,0.42125422
marta007,Austin Martin,LF,-0.05823172256350517,0.0,0.0,-0.058231723
morec001,Christopher Morel,LF,-0.17889031767845154,0.0,0.0,-0.17889032
castn001,Nick Castellanos,RF,-0.165605366230011,0.0,0.0,-0.16560537
fulfb001,Braxton Fulford,C,-0.02824283018708229,0.0,0.0,-0.02824283
ceccs001,Slade Cecconi,P,0.0,-0.3815874457359314,0.0,-0.38158745
bradt002,Taj Bradley,P,0.0,1.0745303630828857,0.0,1.0745304
bednd001,David Bednar,P,0.0,-0.02316375821828842,0.0,-0.023163758
ramiy002,Yohan Ramírez,P,0.0,-0.4660629332065582,0.0,-0.46606293
boydm001,Matthew Boyd,P,0.0,-0.5658354163169861,0.0,-0.5658354
brega001,Alex Bregman,3B,0.34736117720603943,0.0,0.0,0.34736118
parei001,Isaac Paredes,3B,0.19742023944854736,0.0,0.0,0.19742024
could001,Danny Coulombe,P,0.0,-0.062339019030332565,0.0,-0.06233902
estrl002,Lazaro Estrada,P,0.0,0.08373917639255524,0.0,0.08373918
rosaa003,Amed Rosario,3B,-0.19727113842964172,0.0,0.0,-0.19727114
curvl001,Luis Curvelo,P,0.0,0.011242829263210297,0.0,0.011242829
smitw003,Will Smith,C,0.08589893579483032,0.0,0.0,0.085898936
dubom001,Mauricio Dubón,SS,0.5965745449066162,0.0,0.0,0.59657454
cleag001,Garrett Cleavinger,P,0.0,-0.15303626656532288,0.0,-0.15303627
halpp001,Petey Halpin,CF,-0.13550737500190735,0.0,0.0,-0.13550738
kingm002,Michael King,P,0.0,0.7680168747901917,0.0,0.7680169
pettc002,Chase Petty,P,0.0,0.03521493077278137,0.0,0.03521493
poncc002,Cody Ponce,P,0.0,0.039004139602184296,0.0,0.03900414
beavd001,Dylan Beavers,RF,0.19801943004131317,0.0,0.0,0.19801943
irvij001,Jake Irvin,P,0.0,-0.07431750744581223,0.0,-0.07431751
perdg001,Geraldo Perdomo,SS,0.1696760356426239,0.0,0.0,0.16967604
horws001,Spencer Horwitz,1B,0.7835592031478882,0.0,0.0,0.7835592
junkj001,Janson Junk,P,0.0,0.4428907334804535,0.0,0.44289073
krisb001,Brooks Kriske,P,0.0,0.016576502472162247,0.0,0.016576502
mccaj001,James McCann,C,-0.14525604248046875,-0.1414347141981125,0.0,-0.28669077
sotog003,Gregory Soto,P,0.0,0.4925443232059479,0.0,0.49254432
ferrj002,José A. Ferrer,P,0.0,-0.07653853297233582,0.0,-0.07653853
lugos001,Seth Lugo,P,0.0,0.7202346920967102,0.0,0.7202347
romaj004,Jordan Romano,P,0.0,-0.11725263297557831,0.0,-0.11725263
greer003,Riley Greene,LF,0.3318132162094116,0.0,0.0,0.33181322
headb001,Brent Headrick,P,0.0,0.5947765707969666,0.0,0.5947766
littz001,Zack Littell,P,0.0,-1.0256582498550415,0.0,-1.0256582
hayek001,Ke'Bryan Hayes,3B,-0.7224663496017456,0.0,0.0,-0.72246635
petet002,Tristan Peters,CF,0.08266972005367279,0.0,0.0,0.08266972
hoffn001,Nolan Hoffman,P,0.0,0.03621040657162666,0.0,0.036210407
roget002,Tyler Rogers,P,0.0,0.3124360144138336,0.0,0.312436
gricr001,Randal Grichuk,LF,-0.23659244179725647,0.0,0.0,-0.23659244
warrw001,Will Warren,P,0.0,0.48223719000816345,0.0,0.4822372
degrj001,Jacob deGrom,P,0.0,0.6536242961883545,0.0,0.6536243
maurr002,Ronny Mauricio,SS,-0.16059033572673798,0.0,0.0,-0.16059034
browh001,Hunter Brown,P,0.0,0.2888261079788208,0.0,0.2888261
matsy001,Yuki Matsui,P,0.0,-0.07584841549396515,0.0,-0.075848415
solej001,Jorge Soler,RF,0.3860785961151123,0.0,0.0,0.3860786
white006,Eli White,CF,-0.17641210556030273,0.0,0.0,-0.1764121
x681198,TJ Rumfield,1B,0.523514449596405,0.0,0.0,0.52351445
lawlj001,Jordan Lawlar,LF,-0.12113510072231293,0.0,0.0,-0.1211351
conig001,Griffin Conine,LF,-0.104836106300354,0.0,0.0,-0.10483611
x669899,Ryan Ward,1B,-0.04009140282869339,0.0,0.0,-0.040091403
schlc001,Cam Schlittler,P,0.0,1.4356187582015991,0.0,1.4356188
rodrb001,Bradgley Rodriguez,P,0.0,-0.3495761752128601,0.0,-0.34957618
gordc001,Colton Gordon,P,0.0,-0.2968757450580597,0.0,-0.29687575
oberb002,Bailey Ober,P,0.0,0.3010713458061218,0.0,0.30107135
canng001,Griffin Canning,P,0.0,-0.07387103885412216,0.0,-0.07387104
simpj001,Josh Simpson,P,0.0,0.0018143549095839262,0.0,0.0018143549
narda001,Andrew Nardi,P,0.0,-0.12302561104297638,0.0,-0.12302561
yorkn001,Nick Yorke,3B,-0.042880892753601074,0.0,0.0,-0.042880893
gerbj001,Joey Gerber,P,0.0,0.03877878189086914,0.0,0.038778782
luccj001,Joey Lucchesi,P,0.0,-0.24780957400798798,0.0,-0.24780957
contw001,Willson Contreras,1B,0.08623085916042328,0.0,0.0,0.08623086
smitj007,Josh Smith,2B,-0.1584041565656662,0.0,0.0,-0.15840416
mcmar001,Ryan McMahon,3B,0.03689877316355705,0.0,0.0,0.036898773
lewir003,Royce Lewis,3B,-0.28407225012779236,0.0,0.0,-0.28407225
spenm001,Mitch Spence,P,0.0,-0.057110391557216644,0.0,-0.05711039
walkc002,Christian Walker,1B,0.9106948971748352,0.0,0.0,0.9106949
fermf002,Freddy Fermin,C,-0.17936548590660095,0.0,0.0,-0.17936549
candj002,Jeimer Candelario,3B,-0.1441633701324463,0.0,0.0,-0.14416337
x687570,Connor Prielipp,P,0.0,-0.05873173475265503,0.0,-0.058731735
diazy001,Yandy Díaz,1B,0.2351904809474945,0.0,0.0,0.23519048
hoffa001,Andrew Hoffmann,P,0.0,-0.9328339695930481,0.0,-0.93283397
snelb001,Blake Snell,P,0.0,-0.04662005603313446,0.0,-0.046620056
winnc001,Cole Winn,P,0.0,-0.7505927085876465,0.0,-0.7505927
rutsa001,Adley Rutschman,C,-0.44866156578063965,0.0,0.0,-0.44866157
x691788,Joe Mack,C,-0.11713532358407974,0.0,0.0,-0.11713532
monaa001,Andruw Monasterio,SS,-0.06478513777256012,0.0,0.0,-0.06478514
civaa001,Aaron Civale,P,0.0,1.21877121925354,0.0,1.2187712
shawm002,Matt Shaw,RF,0.2890281677246094,0.0,0.0,0.28902817
laurr001,Ramón Laureano,LF,0.1719239056110382,0.0,0.0,0.1719239
abrew002,Wilyer Abreu,RF,0.14855414628982544,0.0,0.0,0.14855415
paled001,Daniel Palencia,P,0.0,0.12022142112255096,0.0,0.12022142
ozunm001,Marcell Ozuna,DH,-0.21228769421577454,0.0,0.0,-0.2122877
polaj001,,,-0.23900632560253143,0.0,0.0,-0.23900633
brubj001,JT Brubaker,P,0.0,0.09686484932899475,0.0,0.09686485
simsl001,Lucas Sims,P,0.0,-0.10759647935628891,0.0,-0.10759648
yoshm002,Masataka Yoshida,LF,-0.3948003649711609,0.0,0.0,-0.39480036
arral001,Luis Arraez,2B,-0.10919700562953949,0.0,0.0,-0.109197006
tolbt001,Tyler Tolbert,LF,-0.0389450304210186,-0.028103012591600418,0.0,-0.06704804
nimmb001,Brandon Nimmo,RF,0.056106358766555786,0.0,0.0,0.05610636
imans001,Shota Imanaga,P,0.0,0.19359678030014038,0.0,0.19359678
harrh002,Hogan Harris,P,0.0,0.2426437884569168,0.0,0.24264379
chisj001,Jazz Chisholm Jr.,2B,1.1550779342651367,0.0,0.0,1.1550779
rolir001,Ryan Rolison,P,0.0,0.02080882340669632,0.0,0.020808823
henre001,Edgardo Henriquez,P,0.0,-0.09370177984237671,0.0,-0.09370178
norbc001,Connor Norby,1B,-0.26188015937805176,0.0,0.0,-0.26188016
weatr001,Ryan Weathers,P,0.0,0.6321554780006409,0.0,0.6321555
waldk003,Ken Waldichuk,P,0.0,-0.21575841307640076,0.0,-0.21575841
cabre003,Edward Cabrera,P,0.0,-0.42905622720718384,0.0,-0.42905623
scotv001,Victor Scott II,CF,-0.222042053937912,0.0,0.0,-0.22204205
x701719,Tyler Samaniego,P,0.0,0.5336388349533081,0.0,0.53363883
luken001,Nathan Lukes,RF,-0.289184033870697,0.0,0.0,-0.28918403
finnk001,Kyle Finnegan,P,0.0,0.3518301546573639,0.0,0.35183015
hernh001,Heriberto Hernández,LF,-0.3368590474128723,0.0,0.0,-0.33685905
wellt003,Tyler Wells,P,0.0,0.12159702926874161,0.0,0.12159703
herri001,Iván Herrera,C,0.246905118227005,0.0,0.0,0.24690512
stees001,Spencer Steer,LF,0.3840058445930481,0.0,0.0,0.38400584
mahlt001,Tyler Mahle,P,0.0,0.09574692696332932,0.0,0.09574693
stram001,Matt Strahm,P,0.0,0.1858459860086441,0.0,0.18584599
andum001,Miguel Andujar,3B,-0.09005197137594223,0.0,0.0,-0.09005197
igler001,Raisel Iglesias,P,0.0,0.28240764141082764,0.0,0.28240764
stotb001,Bryson Stott,2B,0.39722394943237305,0.0,0.0,0.39722395
gracg001,Gordon Graceffo,P,0.0,0.21366707980632782,0.0,0.21366708
blact003,Tyler Black,3B,-0.09717048704624176,0.0,0.0,-0.09717049
nikhd001,Doug Nikhazy,P,0.0,0.024284522980451584,0.0,0.024284523
roget003,Trevor Rogers,P,0.0,0.045939650386571884,0.0,0.04593965
x690978,Dax Fulton,P,0.0,0.0331832692027092,0.0,0.03318327
leasj001,Jordan Leasure,P,0.0,-0.36162418127059937,0.0,-0.36162418
x805347,Jim Jarvis,SS,-0.042312756180763245,0.0,0.0,-0.042312756
bradk001,Kyle Bradish,P,0.0,0.060810625553131104,0.0,0.060810626
arris001,Spencer Arrighetti,P,0.0,0.5385708212852478,0.0,0.5385708
cortc001,Carlos Cortes,RF,-0.03786803036928177,0.0,0.0,-0.03786803
taylt002,Tyrone Taylor,RF,-0.3263678550720215,0.0,0.0,-0.32636786
gorem001,MacKenzie Gore,P,0.0,-0.2611243426799774,0.0,-0.26112434
x700712,Walbert Ureña,P,0.0,-0.5330719947814941,0.0,-0.533072
chouj001,Jackson Chourio,CF,-0.11837794631719589,0.0,0.0,-0.11837795
wynna001,Austin Wynns,C,-0.2891976237297058,0.0,0.0,-0.28919762
lauee001,Eric Lauer,P,0.0,-0.23143020272254944,0.0,-0.2314302
langw001,Wyatt Langford,LF,-0.3263944983482361,0.0,0.0,-0.3263945
johns003,Seth Johnson,P,0.0,-0.034928057342767715,0.0,-0.034928057
massm001,Michael Massey,2B,-0.1774735450744629,0.0,0.0,-0.17747355
mantj002,Joe Mantiply,P,0.0,-0.4559408724308014,0.0,-0.45594087
garcr008,Robert Garcia,P,0.0,0.05789899080991745,0.0,0.05789899
karrk001,Kyle Karros,3B,0.20147466659545898,0.0,0.0,0.20147467
bumma001,Aaron Bummer,P,0.0,-0.23576268553733826,0.0,-0.23576269
scott003,Tanner Scott,P,0.0,0.3454814553260803,0.0,0.34548146
jimee001,Eloy Jiménez,DH,-0.2106180638074875,0.0,0.0,-0.21061806
dejee001,Enmanuel De Jesus,P,0.0,-1.0151673555374146,0.0,-1.0151674
x702303,Riley Martin,P,0.0,0.08910845220088959,0.0,0.08910845
x702153,Brian Fitzpatrick,P,0.0,0.1216496005654335,0.0,0.1216496
duraj001,Jarren Duran,LF,0.11991053819656372,0.0,0.0,0.11991054
diaze006,Edwin Díaz,P,0.0,-0.09814335405826569,0.0,-0.098143354
sengk001,Kodai Senga,P,0.0,-0.7592059969902039,0.0,-0.759206
ercel001,Lucas Erceg,P,0.0,0.053881943225860596,0.0,0.053881943
mccaj003,Jake McCarthy,LF,-0.09391544759273529,0.0,0.0,-0.09391545
varsd001,Daulton Varsho,CF,0.03136656433343887,0.0,0.0,0.031366564
barnc002,Charlie Barnes,P,0.0,-0.027252662926912308,0.0,-0.027252663
x691725,Andrew Painter,P,0.0,-0.3024376332759857,0.0,-0.30243763
ryanj002,Joe Ryan,P,0.0,0.12792091071605682,0.0,0.12792091
sorig001,George Soriano,P,0.0,0.17194968461990356,0.0,0.17194968
buxtb001,Byron Buxton,CF,0.24151477217674255,0.0,0.0,0.24151477
brazh001,Huascar Brazobán,P,0.0,-0.3383086621761322,0.0,-0.33830866
fraza001,Adam Frazier,2B,0.01704660803079605,-0.09172134101390839,0.0,-0.07467474
mcdot001,Trevor McDonald,P,0.0,0.1332651674747467,0.0,0.13326517
allak001,Kolby Allard,P,0.0,-0.25328195095062256,0.0,-0.25328195
seabc001,Connor Seabold,P,0.0,-0.1020716056227684,0.0,-0.102071606
semim001,Marcus Semien,2B,0.04935604706406593,0.0,0.0,0.049356047
uriar001,Ramón Urías,3B,-0.5347975492477417,0.0,0.0,-0.53479755
butll001,Lawrence Butler,RF,-0.01375298760831356,0.0,0.0,-0.013752988
kings001,Scott Kingery,3B,-0.02672363445162773,0.0,0.0,-0.026723634
mitcg001,Garrett Mitchell,CF,0.33240219950675964,0.0,0.0,0.3324022
arenn001,Nolan Arenado,3B,0.2579823434352875,0.0,0.0,0.25798234
carpk001,Kerry Carpenter,RF,0.3075626492500305,0.0,0.0,0.30756265
x802139,JJ Wetherholt,2B,-0.12280400097370148,0.0,0.0,-0.122804
heimj001,Jonah Heim,C,-0.25106844305992126,0.0,0.0,-0.25106844
simpc001,Chandler Simpson,LF,0.2030031681060791,0.0,0.0,0.20300317
waldm003,Matt Waldron,P,0.0,-0.3420797288417816,0.0,-0.34207973
turab002,Brice Turang,2B,1.2032341957092285,0.0,0.0,1.2032342
jansk001,Kenley Jansen,P,0.0,-0.1823456585407257,0.0,-0.18234566
x691945,Carter Baumler,P,0.0,0.11549685150384903,0.0,0.11549685
gallz001,Zac Gallen,P,0.0,0.19916781783103943,0.0,0.19916782
ranga001,Alan Rangel,P,0.0,0.03631115332245827,0.0,0.036311153
ralel001,Luke Raley,RF,0.26360923051834106,0.0,0.0,0.26360923
weavl001,Luke Weaver,P,0.0,0.024225380271673203,0.0,0.02422538
dever001,Rafael Devers,1B,-0.4526674151420593,0.0,0.0,-0.45266742
sosae001,Edmundo Sosa,2B,-0.26829439401626587,0.0,0.0,-0.2682944
riceb001,Ben Rice,1B,0.34064072370529175,0.0,0.0,0.34064072
agnoz001,Zach Agnos,P,0.0,-0.4043672978878021,0.0,-0.4043673
haggs001,Sam Haggerty,LF,-0.2262832224369049,0.0,0.0,-0.22628322
santd003,Dennis Santana,P,0.0,0.011668933555483818,0.0,0.011668934
willb004,Ben Williamson,2B,0.21487602591514587,0.005123987793922424,0.0,0.22000003
x814439,Ryan Waldschmidt,CF,-0.03163434565067291,0.0,0.0,-0.031634346
jeffr002,Ryan Jeffers,C,0.05851713940501213,0.0,0.0,0.05851714
povic001,Cade Povich,P,0.0,0.09769272804260254,0.0,0.09769273
ohopl001,Logan O'Hoppe,C,0.007784360554069281,0.0,0.0,0.0077843606
alexj001,Jason Alexander,P,0.0,-0.3890446126461029,0.0,-0.3890446
cronj001,Jake Cronenworth,2B,0.013950604014098644,0.0,0.0,0.013950604
munor002,Rolddy Muñoz,P,0.0,-0.01462838239967823,0.0,-0.014628382
myerd001,Dane Myers,CF,-0.12891672551631927,0.0,0.0,-0.12891673
grana001,Andre Granillo,P,0.0,-0.3761088252067566,0.0,-0.37610883
kinlt001,Tyler Kinley,P,0.0,-0.22552058100700378,0.0,-0.22552058
mclam001,Matt McLain,2B,0.08030203729867935,0.0,0.0,0.08030204
hoskr001,Rhys Hoskins,1B,0.1617947518825531,0.0,0.0,0.16179475
schem001,Max Scherzer,P,0.0,-0.5336565971374512,0.0,-0.5336566
crawj002,J.P. Crawford,SS,0.038703106343746185,0.0,0.0,0.038703106
harrk001,Kyle Harrison,P,0.0,0.9160417318344116,0.0,0.91604173
outmj002,James Outman,CF,-0.17734315991401672,0.0,0.0,-0.17734316
lindf001,Francisco Lindor,SS,-0.39593076705932617,0.0,0.0,-0.39593077
pozoy001,Yohel Pozo,C,-0.14699088037014008,0.0,0.0,-0.14699088
jungj001,Josh Jung,3B,0.04820490628480911,0.0,0.0,0.048204906
caglj001,Jac Caglianone,RF,0.15208417177200317,0.0,0.0,0.15208417
rittr002,Ryan Ritter,2B,-0.054423026740550995,0.0,0.0,-0.054423027
dreyj001,Jack Dreyer,P,0.0,0.10343031585216522,0.0,0.103430316
bassb002,Brady Basso,P,0.0,-0.02030053362250328,0.0,-0.020300534
johnr010,Ryan Johnson,P,0.0,-0.06167290359735489,0.0,-0.061672904
x683742,Jose Franco,P,0.0,0.03888428583741188,0.0,0.038884286
kleiw001,Will Klein,P,0.0,0.17593398690223694,0.0,0.17593399
ortij005,Joey Ortiz,SS,-0.0608164444565773,0.0,0.0,-0.060816444
morgd001,David Morgan,P,0.0,-0.5237846970558167,0.0,-0.5237847
